OBJ File,OBJ ID,English Name,Japanese Name,FMA ID,Category,Region,Headache Importance,Headache Type,Recommended Blender Collection,Description,BBox(mm),Buildup,Mirror,Vertices,Faces
FJ1710M.obj,FJ1710M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,5×3.4×11,part_of,yes,,
FJ1710M.obj,FJ1710M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,5×3.4×11,is_a,yes,,
FJ1711.obj,FJ1711,Right posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50519,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,27.6×33.2×10.8,part_of,,,
FJ1711.obj,FJ1711,Right posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50519,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,27.6×33.2×10.8,is_a,,,
FJ1711M.obj,FJ1711M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,27.6×33.2×10.7,part_of,yes,,
FJ1711M.obj,FJ1711M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,27.6×33.2×10.7,is_a,yes,,
FJ1712.obj,FJ1712,Right polar temporal artery,,FMA50380,Vessel,Head,,None,Others,,20.5×24.4×26.6,is_a,,,
FJ1712M.obj,FJ1712M,Left polar temporal artery,,FMA50381,Vessel,Head,,None,Others,,20.5×24.4×26.6,is_a,yes,,
FJ1713.obj,FJ1713,Right posterior communicating artery,,FMA50085,Vessel,Head,,None,Others,,7.2×13.4×3.7,part_of,,,
FJ1713.obj,FJ1713,Right posterior communicating artery,,FMA50085,Vessel,Head,,None,Others,,7.2×13.4×3.7,is_a,,,
FJ1713M.obj,FJ1713M,Left posterior communicating artery,,FMA50086,Vessel,Head,,None,Others,,7.1×13.4×3.7,part_of,yes,,
FJ1713M.obj,FJ1713M,Left posterior communicating artery,,FMA50086,Vessel,Head,,None,Others,,7.1×13.4×3.7,is_a,yes,,
FJ1714.obj,FJ1714,Postcommunicating part of right posterior cerebral artery,後大脳動脈,FMA50641,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,11.3×36.9×10.2,is_a,,,
FJ1714M.obj,FJ1714M,Postcommunicating part of left posterior cerebral artery,後大脳動脈,FMA50642,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,11.2×36.9×10.1,is_a,yes,,
FJ1715.obj,FJ1715,Right posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50519,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,40.6×37.7×24.9,part_of,,,
FJ1715.obj,FJ1715,Right posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50519,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,40.6×37.7×24.9,is_a,,,
FJ1715M.obj,FJ1715M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,40.5×37.7×24.9,part_of,yes,,
FJ1715M.obj,FJ1715M,Left posterior inferior cerebellar artery,後下小脳動脈(PICA),FMA50520,Vessel,Head,★★★☆☆,Multiple,BloodVessels,椎骨動脈の枝。,40.5×37.7×24.9,is_a,yes,,
FJ1716.obj,FJ1716,Right posterior parietal artery,,FMA50489,Vessel,Head,,None,Others,,38.3×74.8×48.5,is_a,,,
FJ1716M.obj,FJ1716M,Left posterior parietal artery,,FMA50490,Vessel,Head,,None,Others,,38.3×74.8×48.5,is_a,yes,,
FJ1717.obj,FJ1717,Posterior temporal branch of right middle cerebral artery,中大脳動脈,FMA50470,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,22.4×49.7×36,is_a,,,
FJ1717M.obj,FJ1717M,Posterior temporal branch of left middle cerebral artery,中大脳動脈,FMA50471,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,22.4×49.7×36,is_a,yes,,
FJ1718.obj,FJ1718,Trunk of inferior terminal branch of right middle cerebral artery,中大脳動脈,FMA76128,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,17.6×7.2×17.1,is_a,,,
FJ1718M.obj,FJ1718M,Trunk of inferior terminal branch of left middle cerebral artery,中大脳動脈,FMA76129,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,17.6×7.1×17,is_a,yes,,
FJ1719.obj,FJ1719,,,,Other,Head,,None,Others,,44.7×30.2×26.1,is_a,,,
FJ1719M.obj,FJ1719M,Set of posterior temporal branches of lateral occipital artery,,FMA71502,Vessel,Head,,None,Others,,44.7×30.2×26.1,is_a,yes,,
FJ1720.obj,FJ1720,Right thalamoperforating artery,,FMA50664,Vessel,Head,,None,Others,,8.2×17.7×29.9,part_of,,,
FJ1720.obj,FJ1720,Right thalamoperforating artery,,FMA50664,Vessel,Head,,None,Others,,8.2×17.7×29.9,is_a,,,
FJ1720M.obj,FJ1720M,Left thalamoperforating artery,,FMA50665,Vessel,Head,,None,Others,,8.1×17.7×29.9,part_of,yes,,
FJ1720M.obj,FJ1720M,Left thalamoperforating artery,,FMA50665,Vessel,Head,,None,Others,,8.1×17.7×29.9,is_a,yes,,
FJ1721.obj,FJ1721,Posteromedial central branch of right posterior cerebral artery,後大脳動脈,FMA50660,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,11.5×8.6×7.9,is_a,,,
FJ1721M.obj,FJ1721M,Posteromedial central branch of left posterior cerebral artery,後大脳動脈,FMA50661,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,11.5×8.5×7.9,is_a,yes,,
FJ1722.obj,FJ1722,Posteromedial branch of right callosomarginal artery,,FMA50353,Vessel,Head,,None,Others,,22.2×33.3×39.7,is_a,,,
FJ1722M.obj,FJ1722M,Posteromedial branch of left callosomarginal artery,,FMA50354,Vessel,Head,,None,Others,,22.1×33.2×39.6,is_a,yes,,
FJ1723.obj,FJ1723,Precommunicating part of right posterior cerebral artery,後大脳動脈,FMA50639,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,8.7×3.3×5.5,part_of,,,
FJ1723.obj,FJ1723,Precommunicating part of right posterior cerebral artery,後大脳動脈,FMA50639,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,8.7×3.3×5.5,is_a,,,
FJ1723M.obj,FJ1723M,Precommunicating part of left posterior cerebral artery,後大脳動脈,FMA50640,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,8.6×3.2×5.5,part_of,yes,,
FJ1723M.obj,FJ1723M,Precommunicating part of left posterior cerebral artery,後大脳動脈,FMA50640,Vessel,Head,★★★☆☆,Migraine,BloodVessels,後方循環。視覚前兆に関連。,8.6×3.2×5.5,is_a,yes,,
FJ1724.obj,FJ1724,Right prefrontal artery,,FMA50445,Vessel,Head,,None,Others,,25.3×27.7×55.4,is_a,,,
FJ1724M.obj,FJ1724M,Left prefrontal artery,,FMA50478,Vessel,Head,,None,Others,,25.3×27.7×55.4,is_a,yes,,
FJ1725.obj,FJ1725,Right vertebral artery,椎骨動脈,FMA3958,Vessel,Neck,★★★★★,Multiple,BloodVessels,頚椎を貫き脳幹へ至る。椎骨脳底動脈系。後頭部・頸原性痛に関与。,34.1×28.4×107.7,part_of,,,
FJ1725.obj,FJ1725,Right vertebral artery,椎骨動脈,FMA3958,Vessel,Neck,★★★★★,Multiple,BloodVessels,頚椎を貫き脳幹へ至る。椎骨脳底動脈系。後頭部・頸原性痛に関与。,34.1×28.4×107.7,is_a,,,
FJ1725M.obj,FJ1725M,Left vertebral artery,椎骨動脈,FMA4066,Vessel,Neck,★★★★★,Multiple,BloodVessels,頚椎を貫き脳幹へ至る。椎骨脳底動脈系。後頭部・頸原性痛に関与。,34×28.3×107.6,part_of,yes,,
FJ1725M.obj,FJ1725M,Left vertebral artery,椎骨動脈,FMA4066,Vessel,Neck,★★★★★,Multiple,BloodVessels,頚椎を貫き脳幹へ至る。椎骨脳底動脈系。後頭部・頸原性痛に関与。,34×28.3×107.6,is_a,yes,,
FJ1726.obj,FJ1726,Right superior cerebellar artery,,FMA50574,Vessel,Head,,None,Others,,22.2×23.4×7,part_of,,,
FJ1726.obj,FJ1726,Right superior cerebellar artery,,FMA50574,Vessel,Head,,None,Others,,22.2×23.4×7,is_a,,,
FJ1726M.obj,FJ1726M,Left superior cerebellar artery,,FMA50575,Vessel,Head,,None,Others,,22.1×23.3×6.9,part_of,yes,,
FJ1726M.obj,FJ1726M,Left superior cerebellar artery,,FMA50575,Vessel,Head,,None,Others,,22.1×23.3×6.9,is_a,yes,,
FJ1727.obj,FJ1727,Right posterior medial choroidal artery,,FMA50672,Vessel,Head,,None,Others,,3.2×44×22.7,part_of,,,
FJ1727.obj,FJ1727,Right posterior medial choroidal artery,,FMA50672,Vessel,Head,,None,Others,,3.2×44×22.7,is_a,,,
FJ1727M.obj,FJ1727M,Left posterior medial choroidal artery,,FMA50673,Vessel,Head,,None,Others,,3.1×44×22.7,part_of,yes,,
FJ1727M.obj,FJ1727M,Left posterior medial choroidal artery,,FMA50673,Vessel,Head,,None,Others,,3.1×44×22.7,is_a,yes,,
FJ1728.obj,FJ1728,Superior vermian branch of medial branch of right superior cerebellar artery,,FMA50696,Vessel,Head,,None,Others,,12×41.5×14.5,is_a,,,
FJ1728M.obj,FJ1728M,Superior vermian branch of medial branch of left superior cerebellar artery,,FMA50697,Vessel,Head,,None,Others,,12×41.5×14.5,is_a,yes,,
FJ1729.obj,FJ1729,Temporo-occipital branch of right middle cerebral artery,中大脳動脈,FMA50473,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,47.3×115.7×47,is_a,,,
FJ1729M.obj,FJ1729M,Temporo-occipital branch of left middle cerebral artery,中大脳動脈,FMA50474,Vessel,Head,★★★☆☆,Migraine,BloodVessels,前方循環の主要枝。,47.3×115.7×47,is_a,yes,,
FJ1730.obj,FJ1730,Third ventricle,,FMA78454,Brain,Head,,None,Others,,7.8×40.1×23.1,part_of,,,
FJ1730.obj,FJ1730,Third ventricle,,FMA78454,Brain,Head,,None,Others,,7.8×40.1×23.1,is_a,,,
FJ1731.obj,FJ1731,Fourth ventricle,,FMA78469,Brain,Head,,None,Others,,28.3×23.5×37.7,part_of,,,
FJ1731.obj,FJ1731,Fourth ventricle,,FMA78469,Brain,Head,,None,Others,,28.3×23.5×37.7,is_a,,,
FJ1732.obj,FJ1732,Left angular gyrus,,FMA72670,Brain,Head,,None,Others,,42.9×46×63.6,part_of,,,
FJ1732.obj,FJ1732,Left angular gyrus,,FMA72670,Brain,Head,,None,Others,,42.9×46×63.6,is_a,,,
FJ1733.obj,FJ1733,Right angular gyrus,,FMA72669,Brain,Head,,None,Others,,42.9×46.1×63.5,part_of,,,
FJ1733.obj,FJ1733,Right angular gyrus,,FMA72669,Brain,Head,,None,Others,,42.9×46.1×63.5,is_a,,,
FJ1734.obj,FJ1734,Anterior commissure,,FMA61961,Other,Head,,None,Others,,24.6×4.7×2.6,is_a,,,
FJ1735.obj,FJ1735,Brachium of left superior colliculus,,FMA73462,Brain,Head,,None,Others,,15.1×6.8×6.7,is_a,,,
FJ1736.obj,FJ1736,Brachium of right superior colliculus,,FMA73461,Brain,Head,,None,Others,,15.1×6.7×6.9,is_a,,,
FJ1737.obj,FJ1737,Central canal of spinal cord,,FMA78497,Other,Neck,,None,Others,,2.2×13.1×35.6,part_of,,,
FJ1737.obj,FJ1737,Central canal of spinal cord,,FMA78497,Other,Neck,,None,Others,,2.2×13.1×35.6,is_a,,,
FJ1738.obj,FJ1738,Cerebral aqueduct,,FMA78467,Brain,Head,,None,Others,,3.2×6.5×17.7,part_of,,,
FJ1738.obj,FJ1738,Cerebral aqueduct,,FMA78467,Brain,Head,,None,Others,,3.2×6.5×17.7,is_a,,,
FJ1739.obj,FJ1739,Left cingulate gyrus,,FMA72718,Brain,Head,,None,Others,,28.4×111.5×66.8,part_of,,,
FJ1739.obj,FJ1739,Left cingulate gyrus,,FMA72718,Brain,Head,,None,Others,,28.4×111.5×66.8,is_a,,,
FJ1740.obj,FJ1740,Right cingulate gyrus,,FMA72717,Brain,Head,,None,Others,,28.3×111.5×66.8,part_of,,,
FJ1740.obj,FJ1740,Right cingulate gyrus,,FMA72717,Brain,Head,,None,Others,,28.3×111.5×66.8,is_a,,,
FJ1741.obj,FJ1741,Commissure of fornix of forebrain,,FMA61970,Brain,Head,,None,Others,,49.1×31×20.3,is_a,,,
FJ1742.obj,FJ1742,Corpus callosum,,FMA86464,Brain,Head,,None,Others,,51.8×91.7×38.9,is_a,,,
FJ1743.obj,FJ1743,Habenula,,FMA62032,Other,Head,,None,Others,,7.6×5.2×4.3,part_of,,,
FJ1743.obj,FJ1743,Habenula,,FMA62032,Other,Head,,None,Others,,7.6×5.2×4.3,is_a,,,
FJ1744.obj,FJ1744,Left inferior frontal gyrus,,FMA72658,Brain,Head,,None,Others,,35.3×63.5×60.9,part_of,,,
FJ1744.obj,FJ1744,Left inferior frontal gyrus,,FMA72658,Brain,Head,,None,Others,,35.3×63.5×60.9,is_a,,,
FJ1745.obj,FJ1745,Right inferior frontal gyrus,,FMA72657,Brain,Head,,None,Others,,35.3×63.5×61,part_of,,,
FJ1745.obj,FJ1745,Right inferior frontal gyrus,,FMA72657,Brain,Head,,None,Others,,35.3×63.5×61,is_a,,,
FJ1746.obj,FJ1746,Left inferior temporal gyrus,,FMA72688,Brain,Head,,None,Others,,43.8×96.2×29.6,part_of,,,
FJ1746.obj,FJ1746,Left inferior temporal gyrus,,FMA72688,Brain,Head,,None,Others,,43.8×96.2×29.6,is_a,,,
FJ1747.obj,FJ1747,Right inferior temporal gyrus,,FMA72687,Brain,Head,,None,Others,,43.3×96.2×29.6,part_of,,,
FJ1747.obj,FJ1747,Right inferior temporal gyrus,,FMA72687,Brain,Head,,None,Others,,43.3×96.2×29.6,is_a,,,
FJ1748.obj,FJ1748,Left insula,,FMA72978,Other,Head,,None,Others,,19.4×51.8×34.6,part_of,,,
FJ1748.obj,FJ1748,Left insula,,FMA72978,Other,Head,,None,Others,,19.4×51.8×34.6,is_a,,,
FJ1749.obj,FJ1749,Right insula,,FMA72977,Other,Head,,None,Others,,19.4×51.9×34.6,part_of,,,
FJ1749.obj,FJ1749,Right insula,,FMA72977,Other,Head,,None,Others,,19.4×51.9×34.6,is_a,,,
FJ1750.obj,FJ1750,Left internal capsule,,FMA72907,Other,Head,,None,Others,,22.9×54.2×33.3,part_of,,,
FJ1750.obj,FJ1750,Left internal capsule,,FMA72907,Other,Head,,None,Others,,22.9×54.2×33.3,is_a,,,
FJ1751.obj,FJ1751,Right internal capsule,,FMA72906,Other,Head,,None,Others,,22.9×54.2×33.3,part_of,,,
FJ1751.obj,FJ1751,Right internal capsule,,FMA72906,Other,Head,,None,Others,,22.9×54.2×33.3,is_a,,,
FJ1752.obj,FJ1752,Interventricular foramen,,FMA75351,Other,Head,,None,Others,,12.7×5.2×10.6,is_a,,,
FJ1753.obj,FJ1753,Left amygdala,,FMA72833,Other,Head,,None,Others,,17.2×18.5×13,is_a,,,
FJ1754.obj,FJ1754,Left caudate nucleus,,FMA72827,Other,Head,,None,Others,,31.8×63.6×37.1,is_a,,,
FJ1755.obj,FJ1755,Choroid plexus of cerebral hemisphere,,FMA61934,Brain,Head,,None,Others,,37.4×43.4×34,is_a,,,
FJ1756.obj,FJ1756,Left fornix of forebrain,,FMA72925,Brain,Head,,None,Others,,31.5×44.5×32.1,is_a,,,
FJ1757.obj,FJ1757,Left globus pallidus,,FMA72831,Other,Head,,None,Others,,16.7×29.3×17.3,is_a,,,
FJ1758.obj,FJ1758,White matter of left cerebral hemisphere,,FMA260794,Brain,Head,,None,Others,,59.6×163.4×101.1,part_of,,,
FJ1758.obj,FJ1758,White matter of left cerebral hemisphere,,FMA260794,Brain,Head,,None,Others,,59.6×163.4×101.1,is_a,,,
FJ1759.obj,FJ1759,Left hippocampus,,FMA72714,Brain,Head,,None,Others,,20×42.9×22,part_of,,,
FJ1759.obj,FJ1759,Left hippocampus,,FMA72714,Brain,Head,,None,Others,,20×42.9×22,is_a,,,
FJ1760.obj,FJ1760,Hypothalamus,視床下部,FMA62008,Brain,Head,★★★★☆,Cluster,Brain,群発頭痛の発作に関与する中枢。,7.6×18×19.9,part_of,,,
FJ1760.obj,FJ1760,Hypothalamus,視床下部,FMA62008,Brain,Head,★★★★☆,Cluster,Brain,群発頭痛の発作に関与する中枢。,7.6×18×19.9,is_a,,,
FJ1761.obj,FJ1761,Brachium of left inferior colliculus,,FMA73464,Brain,Head,,None,Others,,11.8×7.7×11.1,is_a,,,
FJ1762.obj,FJ1762,Left inferior colliculus,,FMA73435,Brain,Head,,None,Others,,7.8×7.9×7.8,part_of,,,
FJ1762.obj,FJ1762,Left inferior colliculus,,FMA73435,Brain,Head,,None,Others,,7.8×7.9×7.8,is_a,,,
FJ1763.obj,FJ1763,Interpeduncular fossa,,FMA83740,Other,Head,,None,Others,,2.3×2.4×1.4,is_a,,,
FJ1764.obj,FJ1764,Lamina terminalis,,FMA61975,Other,Head,,None,Others,,1.4×7.3×11.9,is_a,,,
FJ1766.obj,FJ1766,Left lateral geniculate body,,FMA73304,Other,Head,,None,Others,,8.5×11.5×7.1,is_a,,,
FJ1767.obj,FJ1767,Left lateral ventricle,,FMA78450,Brain,Head,,None,Others,,38.6×109.3×49,part_of,,,
FJ1767.obj,FJ1767,Left lateral ventricle,,FMA78450,Brain,Head,,None,Others,,38.6×109.3×49,is_a,,,
FJ1768.obj,FJ1768,Mammillary body,,FMA74877,Other,Head,,None,Others,,4×4.6×5.1,is_a,,,
FJ1769.obj,FJ1769,Medulla oblongata,延髄,FMA62004,Brain,Head,★★★★☆,Multiple,Brain,脳幹下部。三叉頚椎複合体(TCC)の座で頭頸部の痛覚が収束。,13.4×33.2×41.3,part_of,,,
FJ1769.obj,FJ1769,Medulla oblongata,延髄,FMA62004,Brain,Head,★★★★☆,Multiple,Brain,脳幹下部。三叉頚椎複合体(TCC)の座で頭頸部の痛覚が収束。,13.4×33.2×41.3,is_a,,,
FJ1770.obj,FJ1770,Midbrain,中脳,FMA61993,Brain,Head,★★★☆☆,Multiple,Brain,脳幹上部。,14.7×29.3×17,part_of,,,
FJ1770.obj,FJ1770,Midbrain,中脳,FMA61993,Brain,Head,★★★☆☆,Multiple,Brain,脳幹上部。,14.7×29.3×17,is_a,,,
FJ1771.obj,FJ1771,Optic chiasm,,FMA62045,Other,Head,,None,Others,,7.3×10.3×8.1,is_a,,,
FJ1772.obj,FJ1772,Left optic nerve,視神経,FMA50878,Nerve,Head,★★★☆☆,Multiple,Nerves,第2脳神経。視覚前兆の関連構造として。,32×49.6×22.1,is_a,,,
FJ1773.obj,FJ1773,Left optic tract,,FMA67936,Other,Head,,None,Others,,24.8×37.8×8,is_a,,,
FJ1774.obj,FJ1774,Peduncle of midbrain,中脳,FMA62394,Brain,Head,★★★☆☆,Multiple,Brain,脳幹上部。,19.4×23×16.8,is_a,,,
FJ1775.obj,FJ1775,Pons,橋,FMA67943,Brain,Head,★★★☆☆,Migraine,Brain,脳幹。片頭痛発作で活性化する(migraine generator)。,21.1×34.4×28.6,part_of,,,
FJ1775.obj,FJ1775,Pons,橋,FMA67943,Brain,Head,★★★☆☆,Migraine,Brain,脳幹。片頭痛発作で活性化する(migraine generator)。,21.1×34.4×28.6,is_a,,,
FJ1776.obj,FJ1776,Left putamen,,FMA72829,Other,Head,,None,Others,,18.3×42.9×26.1,is_a,,,
FJ1777.obj,FJ1777,Left stria medullaris of thalamus,視床,FMA73414,Brain,Head,★★★☆☆,Multiple,Brain,感覚中継核。中枢性感作に関与。,3.9×36.8×15.7,is_a,,,
FJ1778.obj,FJ1778,Left stria terminalis,,FMA72940,Other,Head,,None,Others,,25.6×43.4×30.6,is_a,,,
FJ1779.obj,FJ1779,Left superior colliculus,,FMA73423,Brain,Head,,None,Others,,7.9×6.1×6.1,part_of,,,
FJ1779.obj,FJ1779,Left superior colliculus,,FMA73423,Brain,Head,,None,Others,,7.9×6.1×6.1,is_a,,,
FJ1780.obj,FJ1780,Tuber cinereum,,FMA62327,Other,Head,,None,Others,,8.6×9.5×11,part_of,,,
FJ1780.obj,FJ1780,Tuber cinereum,,FMA62327,Other,Head,,None,Others,,8.6×9.5×11,is_a,,,
FJ1781.obj,FJ1781,Cerebellum,小脳,FMA67944,Brain,Head,★★★☆☆,Multiple,Brain,運動協調の中枢。後頭蓋窩に位置。,53.3×56.3×53.3,part_of,,,
FJ1781.obj,FJ1781,Cerebellum,小脳,FMA67944,Brain,Head,★★★☆☆,Multiple,Brain,運動協調の中枢。後頭蓋窩に位置。,53.3×56.3×53.3,is_a,,,
FJ1782.obj,FJ1782,Left thalamus,視床,FMA258716,Brain,Head,★★★☆☆,Multiple,Brain,感覚中継核。中枢性感作に関与。,23.5×36.6×23.7,is_a,,,
FJ1783.obj,FJ1783,Left fusiform gyrus,,FMA72690,Brain,Head,,None,Others,,32×61.1×26.6,part_of,,,
FJ1783.obj,FJ1783,Left fusiform gyrus,,FMA72690,Brain,Head,,None,Others,,32×61.1×26.6,is_a,,,
FJ1784.obj,FJ1784,Right fusiform gyrus,,FMA72689,Brain,Head,,None,Others,,31.9×61.1×26.8,part_of,,,
FJ1784.obj,FJ1784,Right fusiform gyrus,,FMA72689,Brain,Head,,None,Others,,31.9×61.1×26.8,is_a,,,
FJ1785.obj,FJ1785,Left parahippocampal gyrus,,FMA72706,Brain,Head,,None,Others,,21.2×49.7×22.1,part_of,,,
FJ1785.obj,FJ1785,Left parahippocampal gyrus,,FMA72706,Brain,Head,,None,Others,,21.2×49.7×22.1,is_a,,,
FJ1786.obj,FJ1786,Right parahippocampal gyrus,,FMA72705,Brain,Head,,None,Others,,21.1×49.7×22.2,part_of,,,
FJ1786.obj,FJ1786,Right parahippocampal gyrus,,FMA72705,Brain,Head,,None,Others,,21.1×49.7×22.2,is_a,,,
FJ1787.obj,FJ1787,Left middle frontal gyrus,,FMA72656,Brain,Head,,None,Others,,34.8×85.4×62.3,part_of,,,
FJ1787.obj,FJ1787,Left middle frontal gyrus,,FMA72656,Brain,Head,,None,Others,,34.8×85.4×62.3,is_a,,,
FJ1788.obj,FJ1788,Right middle frontal gyrus,,FMA72655,Brain,Head,,None,Others,,34.7×85.6×62.1,part_of,,,
FJ1788.obj,FJ1788,Right middle frontal gyrus,,FMA72655,Brain,Head,,None,Others,,34.7×85.6×62.1,is_a,,,
FJ1789.obj,FJ1789,Left middle temporal gyrus,,FMA72686,Brain,Head,,None,Others,,35.9×111.3×34,part_of,,,
FJ1789.obj,FJ1789,Left middle temporal gyrus,,FMA72686,Brain,Head,,None,Others,,35.9×111.3×34,is_a,,,
FJ1790.obj,FJ1790,Right middle temporal gyrus,,FMA72685,Brain,Head,,None,Others,,35.7×111.3×33.4,part_of,,,
FJ1790.obj,FJ1790,Right middle temporal gyrus,,FMA72685,Brain,Head,,None,Others,,35.7×111.3×33.4,is_a,,,
FJ1791.obj,FJ1791,Left occipital lobe,,FMA72976,Other,Head,,None,Others,,43.7×63.6×54.2,part_of,,,
FJ1791.obj,FJ1791,Left occipital lobe,,FMA72976,Other,Head,,None,Others,,43.7×63.6×54.2,is_a,,,
FJ1792.obj,FJ1792,Right occipital lobe,,FMA72975,Other,Head,,None,Others,,43.7×63.6×54.1,part_of,,,
FJ1792.obj,FJ1792,Right occipital lobe,,FMA72975,Other,Head,,None,Others,,43.7×63.6×54.1,is_a,,,
FJ1793.obj,FJ1793,Orbital gyrus,,FMA256194,Brain,Head,,None,Others,,40.5×67.4×30.4,is_a,,,
FJ1794.obj,FJ1794,Orbital gyrus,,FMA256194,Brain,Head,,None,Others,,40.3×67.4×30.2,is_a,,,
FJ1795.obj,FJ1795,Pineal body,,FMA62033,Other,Head,,None,Others,,6.3×11.5×7.7,part_of,,,
FJ1795.obj,FJ1795,Pineal body,,FMA62033,Other,Head,,None,Others,,6.3×11.5×7.7,is_a,,,
FJ1796.obj,FJ1796,Pituitary gland,下垂体,FMA13889,Brain,Head,★★★☆☆,Cluster,Brain,下垂体。群発頭痛・二次性頭痛に関与。,12.4×9.5×13,part_of,,,
FJ1796.obj,FJ1796,Pituitary gland,下垂体,FMA13889,Brain,Head,★★★☆☆,Cluster,Brain,下垂体。群発頭痛・二次性頭痛に関与。,12.4×9.5×13,is_a,,,
FJ1797.obj,FJ1797,Left postcentral gyrus,,FMA72666,Brain,Head,,None,Others,,66.9×63.7×59.9,part_of,,,
FJ1797.obj,FJ1797,Left postcentral gyrus,,FMA72666,Brain,Head,,None,Others,,66.9×63.7×59.9,is_a,,,
FJ1798.obj,FJ1798,Right postcentral gyrus,,FMA72665,Brain,Head,,None,Others,,66.8×63.6×59.9,part_of,,,
FJ1798.obj,FJ1798,Right postcentral gyrus,,FMA72665,Brain,Head,,None,Others,,66.8×63.6×59.9,is_a,,,
FJ1799.obj,FJ1799,Posterior commissure,,FMA62072,Other,Head,,None,Others,,15.4×5.1×2.8,is_a,,,
FJ1800.obj,FJ1800,Left precentral gyrus,,FMA72662,Brain,Head,,None,Others,,62.6×65.7×66.3,part_of,,,
FJ1800.obj,FJ1800,Left precentral gyrus,,FMA72662,Brain,Head,,None,Others,,62.6×65.7×66.3,is_a,,,
FJ1801.obj,FJ1801,Right precentral gyrus,,FMA72661,Brain,Head,,None,Others,,62.7×65.5×66.3,part_of,,,
FJ1801.obj,FJ1801,Right precentral gyrus,,FMA72661,Brain,Head,,None,Others,,62.7×65.5×66.3,is_a,,,
FJ1802.obj,FJ1802,Right caudate nucleus,,FMA72826,Other,Head,,None,Others,,31.9×63.6×37.1,is_a,,,
FJ1803.obj,FJ1803,Choroid plexus of cerebral hemisphere,,FMA61934,Brain,Head,,None,Others,,37.4×43.4×34,is_a,,,
FJ1804.obj,FJ1804,Right fornix of forebrain,,FMA72924,Brain,Head,,None,Others,,31.5×44.5×32.1,is_a,,,
FJ1805.obj,FJ1805,Right globus pallidus,,FMA72830,Other,Head,,None,Others,,16.7×29.3×17.3,is_a,,,
FJ1806.obj,FJ1806,White matter of right cerebral hemisphere,,FMA260791,Brain,Head,,None,Others,,59.4×163.4×101.2,part_of,,,
FJ1806.obj,FJ1806,White matter of right cerebral hemisphere,,FMA260791,Brain,Head,,None,Others,,59.4×163.4×101.2,is_a,,,
FJ1807.obj,FJ1807,Right hippocampus,,FMA72713,Brain,Head,,None,Others,,20×42.9×22,part_of,,,
FJ1807.obj,FJ1807,Right hippocampus,,FMA72713,Brain,Head,,None,Others,,20×42.9×22,is_a,,,
FJ1808.obj,FJ1808,Hypothalamus,視床下部,FMA62008,Brain,Head,★★★★☆,Cluster,Brain,群発頭痛の発作に関与する中枢。,7.6×18×19.9,part_of,,,
FJ1808.obj,FJ1808,Hypothalamus,視床下部,FMA62008,Brain,Head,★★★★☆,Cluster,Brain,群発頭痛の発作に関与する中枢。,7.6×18×19.9,is_a,,,
FJ1809.obj,FJ1809,Brachium of right inferior colliculus,,FMA73463,Brain,Head,,None,Others,,11.9×7.6×11.1,is_a,,,
FJ1810.obj,FJ1810,Right inferior colliculus,,FMA73434,Brain,Head,,None,Others,,8×7.9×7.8,part_of,,,
